island,region,old_region,year,beekeepers,apiaries,hives,hives_beekeeper,apiary_beekeeper,type
South,Otago_Southland,Gore,1984,289,436,1942,6.719723183,1.508650519,hobby
North,Whangarei,North Auckland,1985,614,918,3654,5.951140065,1.495114007,hobby
North,Whangarei,Auckland,1985,1424,1973,6959,4.886938202,1.385533708,hobby
North,Hamilton,Hamilton,1985,669,988,4434,6.627802691,1.476831091,hobby
North,Tauranga,Tauranga,1985,713,1120,5918,8.300140252,1.570827489,hobby
North,PalmerstonNorth,PalmerstonNorth,1985,1332,1999,7577,5.688438438,1.500750751,hobby
South,Blenheim,Nelson,1985,520,849,3302,6.35,1.632692308,hobby
South,Canterbury,Christchurch,1985,697,1045,3290,4.720229555,1.49928264,hobby
South,Otago_Southland,Oamaru,1985,281,433,2203,7.839857651,1.540925267,hobby
South,Otago_Southland,Gore,1985,274,450,2033,7.419708029,1.642335766,hobby
North,Whangarei,Whangarei,1986,615,932,3666,5.96097561,1.515447154,hobby
North,Whangarei,Auckland,1986,1447,2053,7881,5.446440912,1.418797512,hobby
North,Hamilton,Hamilton,1986,661,980,4388,6.638426626,1.482602118,hobby
North,Tauranga,Tauranga,1986,740,1141,5769,7.795945946,1.541891892,hobby
North,PalmerstonNorth,PalmerstonNorth,1986,1325,1901,7778,5.870188679,1.434716981,hobby
South,Blenheim,Nelson,1986,533,855,3456,6.484052533,1.60412758,hobby
South,Canterbury,Christchurch,1986,720,1142,3704,5.144444444,1.586111111,hobby
South,Otago_Southland,Oamaru,1986,281,437,2054,7.309608541,1.555160142,hobby
South,Otago_Southland,Gore,1986,316,477,2239,7.085443038,1.509493671,hobby
North,Whangarei,Whangarei,1987,642,944,3678,5.728971963,1.470404984,hobby
North,Whangarei,Auckland,1987,1445,1995,7447,5.153633218,1.380622837,hobby
North,Hamilton,Hamilton,1987,687,1048,4473,6.510917031,1.525473071,hobby
North,Tauranga,Tauranga,1987,688,1050,5718,8.311046512,1.526162791,hobby
North,PalmerstonNorth,PalmerstonNorth,1987,1467,1934,7174,4.890252215,1.318336742,hobby
South,Blenheim,Nelson,1987,524,874,3384,6.458015267,1.667938931,hobby
South,Canterbury,Christchurch,1987,742,1184,3878,5.226415094,1.595687332,hobby
South,Otago_Southland,Oamaru,1987,316,522,2442,7.727848101,1.651898734,hobby
South,Otago_Southland,Gore,1987,312,452,1849,5.926282051,1.448717949,hobby
North,Whangarei,Whangarei,1988,633,936,3694,5.835703002,1.478672986,hobby
North,Whangarei,Auckland,1988,1255,1708,5865,4.673306773,1.360956175,hobby
North,Hamilton,Hamilton,1988,750,1041,4309,5.745333333,1.388,hobby
North,Tauranga,Tauranga,1988,644,948,4910,7.624223602,1.472049689,hobby
North,PalmerstonNorth,PalmerstonNorth,1988,1434,2004,8086,5.638772664,1.39748954,hobby
South,Blenheim,Nelson,1988,538,806,3227,5.998141264,1.498141264,hobby
South,Canterbury,Christchurch,1988,834,1330,4737,5.679856115,1.594724221,hobby
South,Otago_Southland,Gore,1988,509,782,3455,6.787819253,1.536345776,hobby
North,Whangarei,Whangarei,1989,581,913,3433,5.908777969,1.571428571,hobby
North,Whangarei,Auckland,1989,1185,1618,5638,4.757805907,1.365400844,hobby
North,Hamilton,Hamilton,1989,605,909,3843,6.352066116,1.502479339,hobby
North,Tauranga,Tauranga,1989,585,878,4334,7.408547009,1.500854701,hobby
North,PalmerstonNorth,PalmerstonNorth,1989,1366,1982,7888,5.774524158,1.450951684,hobby
South,Blenheim,Nelson,1989,500,839,3193,6.386,1.678,hobby
South,Canterbury,Christchurch,1989,789,1315,4737,6.003802281,1.666666667,hobby
South,Otago_Southland,Gore,1989,484,727,3180,6.570247934,1.502066116,hobby
North,Whangarei,Whangarei,1990,1510,2071,7234,4.790728477,1.371523179,hobby
North,Hamilton,Hamilton,1990,596,874,3613,6.062080537,1.466442953,hobby
North,Tauranga,Tauranga,1990,556,823,4168,7.496402878,1.480215827,hobby
North,PalmerstonNorth,PalmerstonNorth,1990,1321,1886,7838,5.9333838,1.427706283,hobby
South,Blenheim,Nelson,1990,490,786,2953,6.026530612,1.604081633,hobby
South,Canterbury,Christchurch,1990,668,1111,4123,6.172155689,1.663173653,hobby
South,Otago_Southland,Gore,1990,490,724,3210,6.551020408,1.47755102,hobby
North,Whangarei,Whangarei,1991,1246,1709,6502,5.218298555,1.371589085,hobby
North,Hamilton,Hamilton,1991,583,834,3695,6.337907376,1.430531732,hobby
North,Tauranga,Tauranga,1991,522,792,3918,7.505747126,1.517241379,hobby
North,PalmerstonNorth,PalmerstonNorth,1991,1270,1799,7662,6.033070866,1.416535433,hobby
South,Blenheim,Blenheim,1991,451,715,2646,5.866962306,1.585365854,hobby
South,Canterbury,Lincoln,1991,663,1077,3898,5.87933635,1.624434389,hobby
South,Otago_Southland,Alexandra,1991,484,701,3066,6.334710744,1.448347107,hobby
North,Whangarei,Whangarei,1992,1255,1718,6043,4.815139442,1.368924303,hobby
North,Hamilton,Hamilton,1992,569,861,3915,6.880492091,1.513181019,hobby
North,Tauranga,Tauranga,1992,504,765,3724,7.388888889,1.517857143,hobby
North,PalmerstonNorth,PalmerstonNorth,1992,1262,1812,7382,5.849445325,1.435816165,hobby
South,Blenheim,Blenheim,1992,445,704,2789,6.26741573,1.582022472,hobby
South,Canterbury,Lincoln,1992,664,1082,4074,6.135542169,1.629518072,hobby
South,Otago_Southland,Alexandra,1992,491,706,3053,6.217922607,1.437881874,hobby
North,Whangarei,Whangarei,1993,1204,1690,5724,4.754152824,1.403654485,hobby
North,Hamilton,Hamilton,1993,538,794,3438,6.390334572,1.475836431,hobby
North,Tauranga,Tauranga,1993,511,770,3509,6.866927593,1.506849315,hobby
North,PalmerstonNorth,PalmerstonNorth,1993,1254,1875,7405,5.905103668,1.495215311,hobby
South,Blenheim,Blenheim,1993,434,675,2718,6.262672811,1.555299539,hobby
South,Canterbury,Lincoln,1993,674,1122,3835,5.689910979,1.664688427,hobby
South,Otago_Southland,Invermay ,1993,491,693,2845,5.794297352,1.411405295,hobby
North,Whangarei,Whangarei,1994,NA,NA,NA,NA,NA,hobby
North,Hamilton,Hamilton,1994,NA,NA,NA,NA,NA,hobby
North,Tauranga,Tauranga,1994,NA,NA,NA,NA,NA,hobby
North,PalmerstonNorth,PalmerstonNorth,1994,NA,NA,NA,NA,NA,hobby
South,Blenheim,Blenheim,1994,NA,NA,NA,NA,NA,hobby
South,Canterbury,Lincoln,1994,NA,NA,NA,NA,NA,hobby
South,Otago_Southland,Invermay ,1994,NA,NA,NA,NA,NA,hobby
North,Whangarei,Whangarei,1995,1156,1559,5448,4.712802768,1.348615917,hobby
North,Hamilton,Hamilton,1995,496,705,2905,5.856854839,1.421370968,hobby
North,Tauranga,Tauranga,1995,439,644,3089,7.036446469,1.466970387,hobby
North,PalmerstonNorth,PalmerstonNorth,1995,1290,1859,7270,5.635658915,1.441085271,hobby
South,Blenheim,Blenheim,1995,417,690,2805,6.726618705,1.654676259,hobby
South,Canterbury,Lincoln,1995,641,1099,3918,6.112324493,1.71450858,hobby
South,Otago_Southland,Invermay ,1995,457,634,2460,5.382932166,1.387308534,hobby
North,Whangarei,Whangarei,1996,1094,1437,4940,4.515539305,1.313528336,hobby
North,Hamilton,Hamilton,1996,482,721,2770,5.746887967,1.495850622,hobby
North,Tauranga,Tauranga,1996,415,602,2742,6.607228916,1.45060241,hobby
North,PalmerstonNorth,PalmerstonNorth,1996,1267,1789,6881,5.430939227,1.411996843,hobby
South,Blenheim,Blenheim,1996,414,639,2571,6.210144928,1.543478261,hobby
South,Canterbury,Lincoln,1996,690,1056,3693,5.352173913,1.530434783,hobby
South,Otago_Southland,Invermay ,1996,442,622,2480,5.610859729,1.407239819,hobby
North,Whangarei,Whangarei,1997,1077,1365,4836,4.490250696,1.267409471,hobby
North,Hamilton,Hamilton,1997,474,687,2787,5.879746835,1.449367089,hobby
North,Tauranga,Tauranga,1997,427,599,2738,6.412177986,1.402810304,hobby
North,PalmerstonNorth,PalmerstonNorth,1997,1267,1786,6702,5.289660616,1.409629045,hobby
South,Blenheim,Blenheim,1997,414,634,2362,5.70531401,1.531400966,hobby
South,Canterbury,Lincoln,1997,696,1051,3459,4.969827586,1.510057471,hobby
South,Otago_Southland,Invermay ,1997,424,600,2485,5.860849057,1.41509434,hobby
North,Whangarei,Whangarei,1998,NA,NA,NA,NA,NA,hobby
North,Hamilton,Hamilton,1998,NA,NA,NA,NA,NA,hobby
North,Tauranga,Tauranga,1998,NA,NA,NA,NA,NA,hobby
North,PalmerstonNorth,PalmerstonNorth,1998,NA,NA,NA,NA,NA,hobby
South,Blenheim,Blenheim,1998,NA,NA,NA,NA,NA,hobby
South,Canterbury,Lincoln,1998,NA,NA,NA,NA,NA,hobby
South,Otago_Southland,Invermay ,1998,NA,NA,NA,NA,NA,hobby
North,Whangarei,Whangarei,1999,931,1134,4098,4.401718582,1.218045113,hobby
North,Hamilton,Hamilton,1999,423,589,2219,5.245862884,1.392434988,hobby
North,Tauranga,Tauranga,1999,395,542,2650,6.708860759,1.372151899,hobby
North,PalmerstonNorth,PalmerstonNorth,1999,1208,1583,6405,5.302152318,1.310430464,hobby
South,Blenheim,Blenheim,1999,388,534,1901,4.899484536,1.37628866,hobby
South,Canterbury,Canterbury,1999,630,906,2972,4.717460317,1.438095238,hobby
South,Otago_Southland,Otago_Southland,1999,409,570,2495,6.100244499,1.393643032,hobby
North,Whangarei,Whangarei,2000,1099,1335,4487,4.082802548,1.214740673,hobby
North,Hamilton,Hamilton,2000,431,565,2149,4.986078886,1.310904872,hobby
North,Tauranga,Tauranga,2000,406,544,2561,6.307881773,1.339901478,hobby
North,PalmerstonNorth,PalmerstonNorth,2000,1139,1480,6109,5.363476734,1.299385426,hobby
South,Blenheim,Blenheim,2000,356,486,1853,5.20505618,1.365168539,hobby
South,Canterbury,Canterbury,2000,628,876,3020,4.808917197,1.394904459,hobby
South,Otago_Southland,Otago_Southland,2000,363,496,2172,5.983471074,1.366391185,hobby
North,Whangarei,Whangarei,2001,1004,1192,3990,3.974103586,1.187250996,hobby
North,Hamilton,Hamilton,2001,372,495,2051,5.51344086,1.330645161,hobby
North,Tauranga,Tauranga,2001,371,485,2370,6.388140162,1.307277628,hobby
North,PalmerstonNorth,PalmerstonNorth,2001,1043,1356,5561,5.331735379,1.300095877,hobby
South,Blenheim,Blenheim,2001,320,421,1670,5.21875,1.315625,hobby
South,Canterbury,Canterbury,2001,581,819,2666,4.588640275,1.409638554,hobby
South,Otago_Southland,Otago_Southland,2001,336,455,2101,6.25297619,1.354166667,hobby
North,Whangarei,Whangarei,2002,814,977,3158,3.87960688,1.2002457,hobby
North,Hamilton,Hamilton,2002,298,396,1636,5.489932886,1.32885906,hobby
North,Tauranga,Tauranga,2002,300,387,1831,6.103333333,1.29,hobby
North,PalmerstonNorth,PalmerstonNorth,2002,943,1282,5395,5.721102863,1.359490986,hobby
South,Blenheim,Blenheim,2002,287,371,1499,5.222996516,1.292682927,hobby
South,Canterbury,Canterbury,2002,518,715,2406,4.644787645,1.38030888,hobby
South,Otago_Southland,Otago_Southland,2002,312,408,1980,6.346153846,1.307692308,hobby
North,Whangarei,Whangarei,2003,662,834,2769,4.182779456,1.259818731,hobby
North,Hamilton,Hamilton,2003,258,352,1325,5.135658915,1.364341085,hobby
North,Tauranga,Tauranga,2003,259,343,1632,6.301158301,1.324324324,hobby
North,PalmerstonNorth,PalmerstonNorth,2003,902,1238,5099,5.652993348,1.372505543,hobby
South,Blenheim,Blenheim,2003,263,343,1441,5.479087452,1.30418251,hobby
South,Canterbury,Canterbury,2003,484,678,2377,4.911157025,1.400826446,hobby
South,Otago_Southland,Otago_Southland,2003,305,385,2015,6.606557377,1.262295082,hobby
North,Whangarei,Whangarei,2004,540,705,2361,4.372222222,1.305555556,hobby
North,Hamilton,Hamilton,2004,217,297,1156,5.32718894,1.368663594,hobby
North,Tauranga,Tauranga,2004,214,293,1571,7.341121495,1.369158879,hobby
North,PalmerstonNorth,PalmerstonNorth,2004,804,1090,4742,5.89800995,1.355721393,hobby
South,Blenheim,Blenheim,2004,249,332,1482,5.951807229,1.333333333,hobby
South,Canterbury,Canterbury,2004,452,636,2189,4.842920354,1.407079646,hobby
South,Otago_Southland,Otago_Southland,2004,282,364,1799,6.379432624,1.290780142,hobby
North,Whangarei,Whangarei,2005,462,606,2142,4.636363636,1.311688312,hobby
North,Hamilton,Hamilton,2005,167,230,968,5.796407186,1.377245509,hobby
North,Tauranga,Tauranga,2005,171,235,1281,7.49122807,1.374269006,hobby
North,PalmerstonNorth,PalmerstonNorth,2005,666,935,4159,6.244744745,1.403903904,hobby
South,Blenheim,Blenheim,2005,226,310,1395,6.172566372,1.371681416,hobby
South,Canterbury,Canterbury,2005,431,610,2023,4.693735499,1.415313225,hobby
South,Otago_Southland,Otago_Southland,2005,269,351,1734,6.446096654,1.304832714,hobby
North,Whangarei,Whangarei,2006,447,582,2270,5.078299776,1.302013423,hobby
North,Hamilton,Hamilton,2006,147,189,757,5.149659864,1.285714286,hobby
North,Tauranga,Tauranga,2006,173,239,1474,8.520231214,1.38150289,hobby
North,PalmerstonNorth,PalmerstonNorth,2006,617,873,3596,5.828200972,1.414910859,hobby
South,Blenheim,Blenheim,2006,213,284,1343,6.305164319,1.333333333,hobby
South,Canterbury,Canterbury,2006,423,600,1965,4.645390071,1.418439716,hobby
South,Otago_Southland,Otago_Southland,2006,265,373,1955,7.377358491,1.40754717,hobby
North,Whangarei,Whangarei,2007,412,587,2228,5.40776699,1.424757282,hobby
North,Hamilton,Hamilton,2007,129,180,709,5.496124031,1.395348837,hobby
North,Tauranga,Tauranga,2007,161,215,1345,8.354037267,1.335403727,hobby
North,PalmerstonNorth,PalmerstonNorth,2007,516,737,2974,5.763565891,1.428294574,hobby
South,Blenheim,Blenheim,2007,244,343,1258,5.155737705,1.405737705,hobby
South,Canterbury,Canterbury,2007,417,601,2097,5.028776978,1.441247002,hobby
South,Otago_Southland,Otago_Southland,2007,258,386,1825,7.073643411,1.496124031,hobby
North,Whangarei,Whangarei,2008,421,608,2482,5.895486936,1.444180523,hobby
North,Hamilton,Hamilton,2008,136,173,741,5.448529412,1.272058824,hobby
North,Tauranga,Tauranga,2008,167,237,1381,8.269461078,1.419161677,hobby
North,PalmerstonNorth,PalmerstonNorth,2008,504,724,2965,5.882936508,1.436507937,hobby
South,Blenheim,Blenheim,2008,218,317,1369,6.279816514,1.45412844,hobby
South,Canterbury,Canterbury,2008,418,610,2186,5.229665072,1.459330144,hobby
South,Otago_Southland,Otago_Southland,2008,261,393,1985,7.605363985,1.505747126,hobby
North,Whangarei,Whangarei,2009,451,652,2824,6.261640798,1.445676275,hobby
North,Hamilton,Hamilton,2009,128,169,835,6.5234375,1.3203125,hobby
North,Tauranga,Tauranga,2009,168,236,1509,8.982142857,1.404761905,hobby
North,PalmerstonNorth,PalmerstonNorth,2009,503,769,3145,6.252485089,1.528827038,hobby
South,Blenheim,Blenheim,2009,210,307,1354,6.447619048,1.461904762,hobby
South,Canterbury,Canterbury,2009,440,635,2239,5.088636364,1.443181818,hobby
South,Otago_Southland,Otago_Southland,2009,287,413,2149,7.487804878,1.43902439,hobby
North,Whangarei,Whangarei,2010,520,739,3029,5.825,1.421153846,hobby
North,Hamilton,Hamilton,2010,150,190,907,6.046666667,1.266666667,hobby
North,Tauranga,Tauranga,2010,187,282,1632,8.727272727,1.50802139,hobby
North,PalmerstonNorth,PalmerstonNorth,2010,561,852,3313,5.905525847,1.518716578,hobby
South,Blenheim,Blenheim,2010,222,323,1398,6.297297297,1.454954955,hobby
South,Canterbury,Canterbury,2010,480,685,2241,4.66875,1.427083333,hobby
South,Otago_Southland,Otago_Southland,2010,331,454,2161,6.528700906,1.371601208,hobby
South,Blenheim,Blenheim,2011,249,342,1320,5.301204819,1.373493976,hobby
South,Canterbury,Canterbury,2011,490,707,2215,4.520408163,1.442857143,hobby
North,Hamilton,Hamilton,2011,180,237,938,5.211111111,1.316666667,hobby
South,Otago_Southland,Otago_Southland,2011,345,473,2058,5.965217391,1.371014493,hobby
North,PalmerstonNorth,PalmerstonNorth,2011,606,870,3270,5.396039604,1.435643564,hobby
North,Tauranga,Tauranga,2011,206,307,1864,9.048543689,1.490291262,hobby
North,Whangarei,Whangarei,2011,650,443,3704,5.698461538,0.681538462,hobby
South,Blenheim,Blenheim,2012,304,447,1592,5.236842105,1.470394737,hobby
South,Canterbury,Canterbury,2012,529,749,2437,4.606805293,1.415879017,hobby
North,Hamilton,Hamilton,2012,227,305,1223,5.387665198,1.343612335,hobby
South,Otago_Southland,Otago_Southland,2012,372,500,2222,5.97311828,1.344086022,hobby
North,PalmerstonNorth,PalmerstonNorth,2012,740,1035,3854,5.208108108,1.398648649,hobby
North,Tauranga,Tauranga,2012,244,370,2080,8.524590164,1.516393443,hobby
North,Whangarei,Whangarei,2012,822,1108,4166,5.068126521,1.347931873,hobby
South,Blenheim,Blenheim,2013,337,513,1822,5.40652819,1.522255193,hobby
South,Canterbury,Canterbury,2013,589,825,2382,4.044142615,1.400679117,hobby
North,Hamilton,Hamilton,2013,289,389,1501,5.193771626,1.346020761,hobby
South,Otago_Southland,Otago_Southland,2013,394,551,2341,5.941624365,1.398477157,hobby
North,PalmerstonNorth,PalmerstonNorth,2013,830,1137,4017,4.839759036,1.369879518,hobby
North,Tauranga,Tauranga,2013,290,412,2291,7.9,1.420689655,hobby
North,Whangarei,Whangarei,2013,942,1284,4848,5.146496815,1.363057325,hobby
South,Blenheim,Blenheim,2014,347,502,1767,5.09221902,1.446685879,hobby
South,Canterbury,Canterbury,2014,656,882,2607,3.974085366,1.344512195,hobby
North,Hamilton,Hamilton,2014,348,459,1740,5,1.318965517,hobby
South,Otago_Southland,Otago_Southland,2014,454,634,2493,5.491189427,1.396475771,hobby
North,PalmerstonNorth,PalmerstonNorth,2014,939,1276,4681,4.985090522,1.358892439,hobby
North,Tauranga,Tauranga,2014,344,471,2493,7.247093023,1.369186047,hobby
North,Whangarei,Whangarei,2014,1081,1472,5614,5.1933395,1.361702128,hobby
South,Blenheim,Blenheim,2015,376,553,1884,5.010638298,1.470744681,hobby
South,Canterbury,Canterbury,2015,731,1016,2820,3.857729138,1.389876881,hobby
North,Hamilton,Hamilton,2015,407,526,2119,5.206388206,1.292383292,hobby
South,Otago_Southland,Otago_Southland,2015,416,662,2619,6.295673077,1.591346154,hobby
North,PalmerstonNorth,PalmerstonNorth,2015,1066,1449,5726,5.371482176,1.359287054,hobby
North,Tauranga,Tauranga,2015,425,609,3101,7.296470588,1.432941176,hobby
North,Whangarei,Whangarei,2015,1266,1634,6248,4.935229068,1.290679305,hobby
North,Whangarei,Auckland,1945,44,133,9251,210.25,3.022727273,semicom
North,Hamilton,Hamilton,1945,98,678,28659,292.4387755,6.918367347,semicom
North,PalmerstonNorth,Hastings,1945,46,389,8880,193.0434783,8.456521739,semicom
North,PalmerstonNorth,PalmerstonNorth,1945,42,605,15179,361.4047619,14.4047619,semicom
South,Blenheim,Nelson,1945,25,107,4097,163.88,4.28,semicom
South,Canterbury,Christchurch,1945,84,651,15750,187.5,7.75,semicom
South,Otago_Southland,Dunedin,1945,76,453,13290,174.8684211,5.960526316,semicom
North,Whangarei,Auckland,1946,48,242,9325,194.2708333,5.041666667,semicom
North,Hamilton,Hamilton,1946,112,765,30371,271.1696429,6.830357143,semicom
North,PalmerstonNorth,Hastings,1946,49,461,10463,213.5306122,9.408163265,semicom
North,PalmerstonNorth,PalmerstonNorth,1946,48,680,17520,365,14.16666667,semicom
South,Blenheim,Nelson,1946,29,120,4507,155.4137931,4.137931034,semicom
South,Canterbury,Christchurch,1946,84,800,18248,217.2380952,9.523809524,semicom
South,Otago_Southland,Dunedin,1946,81,506,14501,179.0246914,6.24691358,semicom
North,Whangarei,Auckland,1950,48,185,5231,108.9791667,3.854166667,semicom
North,Hamilton,Hamilton,1950,50,206,6653,133.06,4.12,semicom
North,Tauranga,Tauranga,1950,34,135,4249,124.9705882,3.970588235,semicom
North,PalmerstonNorth,Hastings,1950,38,201,3950,103.9473684,5.289473684,semicom
North,PalmerstonNorth,Taranaki,1950,14,98,1865,133.2142857,7,semicom
North,PalmerstonNorth,PalmerstonNorth,1950,19,135,1964,103.3684211,7.105263158,semicom
South,Blenheim,Nelson,1950,36,132,3701,102.8055556,3.666666667,semicom
South,Canterbury,Christchurch,1950,39,268,4234,108.5641026,6.871794872,semicom
South,Otago_Southland,Oamaru,1950,51,300,6327,124.0588235,5.882352941,semicom
South,Otago_Southland,Invercargill,1950,46,288,6637,144.2826087,6.260869565,semicom
North,Whangarei,Auckland,1951,45,177,5272,117.1555556,3.933333333,semicom
North,Hamilton,Hamilton,1951,46,188,5938,129.0869565,4.086956522,semicom
North,Tauranga,Tauranga,1951,41,145,4916,119.902439,3.536585366,semicom
North,PalmerstonNorth,Hastings,1951,30,147,2881,96.03333333,4.9,semicom
North,PalmerstonNorth,Taranaki,1951,14,104,2047,146.2142857,7.428571429,semicom
North,PalmerstonNorth,PalmerstonNorth,1951,22,146,2101,95.5,6.636363636,semicom
South,Blenheim,Nelson,1951,34,135,3880,114.1176471,3.970588235,semicom
South,Canterbury,Christchurch,1951,40,342,5163,129.075,8.55,semicom
South,Otago_Southland,Oamaru,1951,50,275,5815,116.3,5.5,semicom
South,Otago_Southland,Invercargill,1951,50,321,6974,139.48,6.42,semicom
North,Whangarei,Auckland,1952,46,184,4917,106.8913043,4,semicom
North,Hamilton,Hamilton,1952,46,191,6243,135.7173913,4.152173913,semicom
North,Tauranga,Tauranga,1952,44,161,5120,116.3636364,3.659090909,semicom
North,PalmerstonNorth,Hastings,1952,21,103,1946,92.66666667,4.904761905,semicom
North,PalmerstonNorth,Taranaki,1952,12,82,1588,132.3333333,6.833333333,semicom
North,PalmerstonNorth,PalmerstonNorth,1952,20,139,2262,113.1,6.95,semicom
South,Blenheim,Nelson,1952,37,137,4235,114.4594595,3.702702703,semicom
South,Canterbury,Christchurch,1952,42,343,5238,124.7142857,8.166666667,semicom
South,Otago_Southland,Oamaru,1952,47,275,5243,111.5531915,5.85106383,semicom
South,Otago_Southland,Invercargill,1952,49,323,6912,141.0612245,6.591836735,semicom
North,Whangarei,Auckland,1953,42,172,4905,116.7857143,4.095238095,semicom
North,Hamilton,Hamilton,1953,40,173,5560,139,4.325,semicom
North,Tauranga,Tauranga,1953,41,156,5089,124.1219512,3.804878049,semicom
North,PalmerstonNorth,Hastings,1953,24,124,2248,93.66666667,5.166666667,semicom
North,PalmerstonNorth,Taranaki,1953,10,56,1150,115,5.6,semicom
North,PalmerstonNorth,PalmerstonNorth,1953,22,152,2380,108.1818182,6.909090909,semicom
South,Blenheim,Nelson,1953,36,152,4322,120.0555556,4.222222222,semicom
South,Canterbury,Christchurch,1953,44,372,5632,128,8.454545455,semicom
South,Otago_Southland,Oamaru,1953,43,295,5363,124.7209302,6.860465116,semicom
South,Otago_Southland,Invercargill,1953,49,323,6912,141.0612245,6.591836735,semicom
North,Whangarei,Auckland,1955,33,153,3685,111.6666667,4.636363636,semicom
North,Hamilton,Hamilton,1955,34,137,4337,127.5588235,4.029411765,semicom
North,Tauranga,Tauranga,1955,19,90,2575,135.5263158,4.736842105,semicom
North,PalmerstonNorth,Hastings,1955,21,93,1508,71.80952381,4.428571429,semicom
North,PalmerstonNorth,Taranaki,1955,9,60,1038,115.3333333,6.666666667,semicom
North,PalmerstonNorth,PalmerstonNorth,1955,13,77,1467,112.8461538,5.923076923,semicom
South,Blenheim,Nelson,1955,27,106,2963,109.7407407,3.925925926,semicom
South,Canterbury,Christchurch,1955,30,241,3814,127.1333333,8.033333333,semicom
South,Otago_Southland,Oamaru,1955,46,348,5775,125.5434783,7.565217391,semicom
South,Otago_Southland,Invercargill,1955,28,156,2592,92.57142857,5.571428571,semicom
North,Whangarei,Northland,1957,18,87,2089,116.0555556,4.833333333,semicom
North,Whangarei,Auckland,1957,20,87,1937,96.85,4.35,semicom
North,Hamilton,Hamilton,1957,36,159,456,12.66666667,4.416666667,semicom
North,Tauranga,Tauranga,1957,20,83,2123,106.15,4.15,semicom
North,PalmerstonNorth,Hastings,1957,19,80,1523,80.15789474,4.210526316,semicom
North,PalmerstonNorth,Hawera,1957,10,67,1187,118.7,6.7,semicom
North,PalmerstonNorth,PalmerstonNorth,1957,61,73,1224,20.06557377,1.196721311,semicom
South,Blenheim,Nelson,1957,25,84,1969,78.76,3.36,semicom
South,Canterbury,Christchurch,1957,30,251,3667,122.2333333,8.366666667,semicom
South,Otago_Southland,Oamaru,1957,43,341,5256,122.2325581,7.930232558,semicom
South,Otago_Southland,Invercargill,1957,7,31,891,127.2857143,4.428571429,semicom
North,Whangarei,Northland,1962,17,82,1929,113.4705882,4.823529412,semicom
North,Whangarei,Auckland,1962,10,36,1062,106.2,3.6,semicom
North,Hamilton,Hamilton,1962,44,176,5043,114.6136364,4,semicom
North,Tauranga,Tauranga,1962,20,84,2272,113.6,4.2,semicom
North,PalmerstonNorth,Hastings,1962,12,56,930,77.5,4.666666667,semicom
North,PalmerstonNorth,Hawera,1962,5,24,643,128.6,4.8,semicom
North,PalmerstonNorth,PalmerstonNorth,1962,14,97,1665,118.9285714,6.928571429,semicom
South,Blenheim,Nelson,1962,16,74,1920,120,4.625,semicom
South,Canterbury,Christchurch,1962,31,257,3203,103.3225806,8.290322581,semicom
South,Otago_Southland,Oamaru,1962,34,320,4512,132.7058824,9.411764706,semicom
South,Otago_Southland,Gore,1962,33,245,4468,135.3939394,7.424242424,semicom
North,Whangarei,Northland,1963,20,110,2582,129.1,5.5,semicom
North,Whangarei,Auckland,1963,14,69,1187,84.78571429,4.928571429,semicom
North,Hamilton,Hamilton,1963,40,152,4283,107.075,3.8,semicom
North,Tauranga,Tauranga,1963,21,73,2019,96.14285714,3.476190476,semicom
North,PalmerstonNorth,Hastings,1963,12,69,1190,99.16666667,5.75,semicom
North,PalmerstonNorth,Hawera,1963,8,56,973,121.625,7,semicom
North,PalmerstonNorth,PalmerstonNorth,1963,11,72,1041,94.63636364,6.545454545,semicom
South,Blenheim,Nelson,1963,21,115,1651,78.61904762,5.476190476,semicom
South,Canterbury,Christchurch,1963,33,289,3713,112.5151515,8.757575758,semicom
South,Otago_Southland,Oamaru,1963,31,294,4136,133.4193548,9.483870968,semicom
South,Otago_Southland,Gore,1963,21,204,2647,126.047619,9.714285714,semicom
North,Whangarei,Northland,1965,11,53,936,85.09090909,4.818181818,semicom
North,Whangarei,Auckland,1965,19,90,1548,81.47368421,4.736842105,semicom
North,Hamilton,Hamilton,1965,41,172,4477,109.195122,4.195121951,semicom
North,Tauranga,Tauranga,1965,19,79,2266,119.2631579,4.157894737,semicom
North,PalmerstonNorth,Hastings,1965,10,45,847,84.7,4.5,semicom
North,PalmerstonNorth,Hawera,1965,10,63,1098,109.8,6.3,semicom
North,PalmerstonNorth,PalmerstonNorth,1965,15,123,1606,107.0666667,8.2,semicom
South,Blenheim,Nelson,1965,19,127,2342,123.2631579,6.684210526,semicom
South,Canterbury,Christchurch,1965,35,356,4164,118.9714286,10.17142857,semicom
South,Otago_Southland,Oamaru,1965,36,298,4388,121.8888889,8.277777778,semicom
South,Otago_Southland,Gore,1965,22,197,2506,113.9090909,8.954545455,semicom
North,Whangarei,Northland,1967,10,61,1091,109.1,6.1,semicom
North,Whangarei,Auckland,1967,11,46,780,70.90909091,4.181818182,semicom
North,Hamilton,Hamilton,1967,32,186,3045,95.15625,5.8125,semicom
North,Tauranga,Tauranga,1967,26,123,3145,120.9615385,4.730769231,semicom
North,PalmerstonNorth,Hastings,1967,12,56,921,76.75,4.666666667,semicom
North,PalmerstonNorth,Hawera,1967,13,83,1421,109.3076923,6.384615385,semicom
